Asset_ID,Asset_Type,Fuel_Type,Fuel_Consumed_Litres,Distance_Travelled_KM,Trip_Date,Location_Start,Location_End,Trip_Duration_Hours,Maintenance_Flag,Fuel_Cost_Per_Litre,Driver_ID,Weather_Condition,Asset_Age_Years,Speed_KMPH,Trip_Status,Remarks,Total_Trip_Cost
A-01122,Helicopter,Jet Fuel,896.06,1395.91,2024-08-08,Muscat Dock,Doha Bay,28.44,No,1.42,D-322,Windy,6,120.0,Completed,Worry democratic accept board just skin assume plan.,1272.41
A-01123,Helicopter,Petrol,3043.27,1734.75,2024-08-09,Ras Laffan,Dubai Port,39.43,No,1.81,D-558,Rainy,14,58.89,Completed,Family foreign these sense Republican exist chance.,5508.32
A-01124,Helicopter,Diesel,2507.07,490.01,2025-07-26,Dubai Port,Doha Bay,70.32,No,1.05,D-587,Sunny,5,50.52,Cancelled,Property religious media know laugh.,2632.42
A-01125,Tugboat,Diesel,1052.89,390.34,2024-11-28,Abu Dhabi Rig,Doha Bay,45.61,No,1.7,D-225,Stormy,14,41.26,Cancelled,Away Democrat accept speak first standard night.,1789.91
A-01126,Supply Ship,Petrol,3774.95,1343.91,2024-01-10,Muscat Dock,Abu Dhabi Rig,11.99,No,1.42,D-246,Stormy,6,108.49,Delayed,Fight hope second bank skin officer doctor.,5360.43
A-01127,Supply Ship,Petrol,1449.99,1245.4,2023-08-31,Abu Dhabi Rig,Dubai Port,60.86,No,1.42,D-420,Rainy,3,58.99,Completed,Support easy data major behind camera.,2058.99
A-01128,Tugboat,Petrol,1970.38,900.03,2025-07-08,Abu Dhabi Rig,Doha Bay,13.88,No,0.56,D-775,Sunny,7,91.09,Completed,Minute cultural find since.,1103.41
A-01129,Tugboat,Jet Fuel,1936.67,200.76,2024-10-26,Ras Laffan,Muscat Dock,3.75,No,1.85,D-649,Rainy,6,87.48,Delayed,Risk provide eight certain stop process.,3582.84
A-01130,Tugboat,Diesel,1296.6,192.65,2025-05-13,Muscat Dock,Muscat Dock,8.11,No,1.66,D-150,Stormy,14,25.71,Completed,Example meeting laugh.,2152.36
A-01131,Tugboat,Jet Fuel,2210.46,1556.91,2024-04-30,Abu Dhabi Rig,Doha Bay,56.81,No,0.55,D-899,Windy,4,107.96,Delayed,News again hold expert case in.,1215.75
A-01132,Tugboat,Petrol,2419.39,909.02,2025-04-21,Doha Bay,Abu Dhabi Rig,65.03,Yes,1.42,D-629,Stormy,2,68.65,Delayed,Another scientist one hear sure.,3435.53
A-01133,Tugboat,Jet Fuel,3746.69,1717.35,2024-10-27,Dubai Port,Doha Bay,20.04,Yes,1.62,D-172,Sunny,1,42.35,Delayed,Reflect effort inside animal he.,6069.64
A-01134,Helicopter,Petrol,3848.84,1153.72,2024-03-21,Ras Laffan,Muscat Dock,36.37,Yes,1.69,D-993,Sunny,9,117.91,Completed,Computer specific lose kitchen drop large.,6504.54
A-01135,Helicopter,Jet Fuel,876.92,1241.29,2023-12-09,Muscat Dock,Dubai Port,43.4,No,0.63,D-191,Rainy,8,95.32,Cancelled,Somebody force air degree tough production.,552.46
A-01136,Helicopter,Jet Fuel,3004.58,1869.05,2024-04-16,Muscat Dock,Abu Dhabi Rig,30.73,No,1.46,D-346,Stormy,4,81.67,Completed,Guess option smile page.,4386.69
A-01137,Helicopter,Petrol,4491.37,337.59,2025-02-22,Ras Laffan,Doha Bay,5.64,No,0.85,D-296,Sunny,10,118.84,Completed,Arm stock energy edge interview.,3817.66
A-01138,Tugboat,Jet Fuel,633.05,1090.62,2024-07-24,Abu Dhabi Rig,Muscat Dock,5.02,No,1.18,D-428,Stormy,11,95.66,Delayed,Follow student list theory project animal.,747.0
A-01139,Supply Ship,Diesel,2417.28,125.7,2024-05-05,Ras Laffan,Dubai Port,32.26,No,1.29,D-316,Stormy,1,32.11,Completed,Free able do weight war worry explain lot.,3118.29
A-01140,Truck,Jet Fuel,3776.73,724.26,2024-11-03,Muscat Dock,Muscat Dock,57.65,No,0.54,D-724,Rainy,4,119.11,Delayed,Message threat hotel name development.,2039.43
A-01141,Tugboat,Jet Fuel,3096.31,304.72,2025-04-12,Doha Bay,Abu Dhabi Rig,7.01,Yes,0.95,D-960,Windy,5,79.76,Cancelled,Future school wear beat claim white writer.,2941.49
A-01142,Truck,Diesel,592.87,383.79,2025-05-30,Abu Dhabi Rig,Ras Laffan,15.6,No,1.7,D-445,Stormy,1,49.94,Delayed,Send write white receive party other ground us.,1007.88
A-01143,Supply Ship,Petrol,2043.37,1870.24,2024-01-25,Ras Laffan,Doha Bay,20.15,No,1.76,D-847,Stormy,9,101.75,Completed,Clearly know yard available take life matter could.,3596.33
A-01144,Helicopter,Diesel,2585.47,1225.26,2024-11-24,Muscat Dock,Dubai Port,40.7,Yes,1.0,D-321,Windy,14,24.79,Cancelled,Whole debate hope media level so away ability.,2585.47
A-01145,Supply Ship,Jet Fuel,4979.64,1785.39,2025-03-22,Muscat Dock,Abu Dhabi Rig,4.07,Yes,1.16,D-612,Rainy,7,85.44,Delayed,Still wait film much doctor simple.,5776.38
A-01146,Tugboat,Petrol,975.18,892.61,2024-10-20,Muscat Dock,Abu Dhabi Rig,62.06,No,1.75,D-307,Windy,12,35.93,Completed,Measure future common.,1706.56
A-01147,Helicopter,Jet Fuel,4913.88,1199.31,2025-01-21,Doha Bay,Ras Laffan,34.42,No,0.8,D-142,Stormy,13,28.75,Completed,Seat leader say around.,3931.1
A-01148,Tugboat,Jet Fuel,1943.13,73.87,2023-10-11,Abu Dhabi Rig,Ras Laffan,35.45,No,1.6,D-110,Rainy,7,55.4,Delayed,Commercial newspaper him listen.,3109.01
A-01149,Helicopter,Diesel,1081.57,944.31,2025-05-29,Ras Laffan,Doha Bay,24.18,No,1.11,D-916,Windy,12,55.64,Cancelled,Anything their financial real cover answer.,1200.54
A-01150,Truck,Diesel,2129.13,1132.47,2024-11-10,Abu Dhabi Rig,Doha Bay,16.05,No,1.98,D-885,Rainy,1,80.05,Completed,Individual his in under yard.,4215.68
A-01151,Truck,Petrol,3108.58,43.39,2023-12-15,Muscat Dock,Abu Dhabi Rig,26.82,Yes,1.4,D-652,Sunny,12,76.54,Delayed,Yard weight just maintain.,4352.01
A-01152,Truck,Petrol,1146.14,1581.08,2024-06-14,Doha Bay,Doha Bay,65.85,No,0.72,D-560,Rainy,9,88.79,Cancelled,College democratic court federal.,825.22
A-01153,Supply Ship,Petrol,1528.05,597.89,2023-12-31,Doha Bay,Doha Bay,7.69,No,0.76,D-987,Stormy,10,37.41,Completed,Health voice Democrat later.,1161.32
A-01154,Tugboat,Jet Fuel,4287.28,910.45,2023-10-28,Muscat Dock,Ras Laffan,5.31,No,0.54,D-139,Sunny,8,107.09,Completed,Assume which pass million effort.,2315.13
A-01155,Supply Ship,Diesel,4995.15,1075.9,2023-12-30,Abu Dhabi Rig,Abu Dhabi Rig,9.13,No,1.57,D-441,Stormy,14,105.87,Cancelled,Here full wind should.,7842.39
A-01156,Truck,Diesel,1659.05,1984.47,2024-01-06,Abu Dhabi Rig,Muscat Dock,56.17,No,1.16,D-744,Rainy,6,41.63,Delayed,Option thousand good describe hold.,1924.5
A-01157,Tugboat,Diesel,829.4,207.38,2023-08-19,Doha Bay,Muscat Dock,4.44,No,0.52,D-832,Windy,14,67.36,Cancelled,While around ball floor include phone month.,431.29
A-01158,Truck,Petrol,3986.54,1115.01,2024-04-05,Dubai Port,Dubai Port,24.65,Yes,0.65,D-603,Rainy,4,68.8,Cancelled,Represent against executive.,2591.25
A-01159,Supply Ship,Diesel,3042.23,1065.88,2024-07-14,Doha Bay,Ras Laffan,31.16,Yes,0.93,D-586,Rainy,6,112.12,Cancelled,Itself poor total agency.,2829.27
A-01160,Supply Ship,Diesel,591.97,147.13,2023-08-01,Doha Bay,Dubai Port,37.0,No,1.14,D-754,Windy,11,110.56,Cancelled,Instead month former nothing.,674.85
A-01161,Supply Ship,Diesel,4739.18,1271.54,2025-03-05,Ras Laffan,Abu Dhabi Rig,1.23,No,1.91,D-185,Rainy,4,26.75,Cancelled,Interesting eight score college feeling.,9051.83
A-01162,Truck,Petrol,482.44,580.84,2025-01-30,Doha Bay,Muscat Dock,35.56,No,1.31,D-643,Windy,2,115.8,Delayed,Court almost college positive not thousand particular.,632.0
A-01163,Tugboat,Diesel,3164.25,216.5,2023-07-31,Dubai Port,Muscat Dock,14.84,Yes,1.84,D-763,Stormy,9,26.86,Delayed,These win type accept air he option.,5822.22
A-01164,Tugboat,Petrol,2177.29,365.5,2025-02-02,Doha Bay,Muscat Dock,7.95,No,0.88,D-919,Sunny,10,74.96,Completed,Local whether election increase show attack authority capital.,1916.02
A-01165,Truck,Diesel,2827.46,1648.97,2024-10-30,Abu Dhabi Rig,Dubai Port,38.86,Yes,1.0,D-621,Stormy,2,51.16,Delayed,Nearly live yet wife production window though.,2827.46
A-01166,Tugboat,Diesel,1144.75,217.21,2024-10-25,Ras Laffan,Doha Bay,53.83,No,1.82,D-629,Sunny,7,59.05,Cancelled,Paper speech old might stock.,2083.45
A-01167,Truck,Diesel,3471.74,939.19,2024-03-05,Ras Laffan,Dubai Port,67.37,No,1.24,D-334,Windy,12,82.67,Cancelled,Consider picture consumer out close the east.,4304.96
A-01168,Tugboat,Petrol,4802.63,398.59,2024-12-24,Doha Bay,Muscat Dock,65.8,No,1.39,D-794,Sunny,3,78.38,Cancelled,Positive while difference dark.,6675.66
A-01169,Helicopter,Petrol,2346.29,333.02,2023-09-26,Ras Laffan,Ras Laffan,29.33,No,1.36,D-203,Stormy,11,36.75,Completed,Note professor their between my important mention history.,3190.95
A-01170,Helicopter,Diesel,2662.5,419.37,2025-05-21,Ras Laffan,Ras Laffan,50.99,No,1.47,D-268,Rainy,4,116.98,Delayed,Mouth else seat phone be whose.,3913.88
A-01171,Supply Ship,Jet Fuel,1275.08,990.64,2024-10-13,Doha Bay,Dubai Port,50.39,No,1.38,D-677,Rainy,3,22.87,Cancelled,Parent during perform middle cover.,1759.61
A-01172,Helicopter,Petrol,4470.15,483.2,2024-05-23,Dubai Port,Dubai Port,30.26,Yes,1.54,D-492,Stormy,14,54.34,Completed,Citizen until contain entire gun.,6884.03
A-01173,Helicopter,Petrol,4858.75,202.5,2025-03-18,Doha Bay,Abu Dhabi Rig,7.97,No,0.72,D-863,Windy,3,100.14,Delayed,Environmental population war hair whole institution.,3498.3
A-01174,Helicopter,Diesel,3952.85,1604.79,2024-05-10,Abu Dhabi Rig,Dubai Port,28.12,No,1.57,D-374,Stormy,6,105.09,Completed,Couple remember physical beautiful.,6205.97
A-01175,Truck,Jet Fuel,2759.59,1084.24,2025-04-21,Muscat Dock,Dubai Port,71.46,No,0.73,D-526,Rainy,11,99.73,Delayed,Soon rich western former those network.,2014.5
A-01176,Helicopter,Diesel,4788.3,322.14,2024-06-20,Dubai Port,Muscat Dock,40.41,No,1.01,D-588,Sunny,13,57.25,Completed,Parent purpose away loss reduce choice.,4836.18
A-01177,Helicopter,Petrol,853.87,948.15,2023-10-08,Doha Bay,Doha Bay,25.24,No,1.75,D-180,Sunny,6,87.34,Completed,Image base any spend make.,1494.27
A-01178,Supply Ship,Petrol,2444.61,146.04,2025-05-06,Dubai Port,Muscat Dock,53.81,Yes,1.41,D-189,Windy,2,96.43,Delayed,Whose box husband officer far.,3446.9
A-01179,Helicopter,Diesel,2734.27,1165.06,2025-07-22,Muscat Dock,Doha Bay,49.73,Yes,1.95,D-852,Windy,14,77.8,Completed,Research effort center political.,5331.83
A-01180,Helicopter,Diesel,2510.39,687.21,2023-08-30,Ras Laffan,Muscat Dock,42.09,No,0.88,D-646,Sunny,14,87.9,Completed,Site president case fund.,2209.14
A-01181,Tugboat,Jet Fuel,4031.85,216.02,2024-04-01,Ras Laffan,Muscat Dock,46.26,No,1.88,D-590,Rainy,14,75.36,Cancelled,Quality will because economic space.,7579.88
A-01182,Supply Ship,Jet Fuel,3384.97,375.45,2025-04-07,Muscat Dock,Abu Dhabi Rig,42.53,No,1.46,D-671,Sunny,1,25.49,Cancelled,People soldier each fish away.,4942.06
A-01183,Supply Ship,Petrol,720.63,697.95,2025-01-07,Ras Laffan,Doha Bay,68.9,No,1.05,D-682,Stormy,6,47.33,Cancelled,Wish what late onto student according.,756.66
A-01184,Supply Ship,Jet Fuel,1797.61,1614.75,2025-04-23,Dubai Port,Muscat Dock,37.15,No,1.68,D-347,Sunny,13,90.27,Cancelled,Other share local daughter effect.,3019.98
A-01185,Supply Ship,Jet Fuel,1761.48,355.77,2024-05-06,Ras Laffan,Muscat Dock,42.9,Yes,1.93,D-242,Stormy,1,44.15,Delayed,Sign old imagine sit suddenly.,3399.66
A-01186,Supply Ship,Petrol,2871.6,228.23,2024-07-09,Muscat Dock,Doha Bay,34.49,No,1.67,D-750,Stormy,12,65.55,Cancelled,Last clearly through everybody soldier old.,4795.57
A-01187,Supply Ship,Petrol,1528.15,1036.72,2024-12-18,Muscat Dock,Abu Dhabi Rig,43.62,No,0.51,D-263,Rainy,6,73.46,Cancelled,School lot section agency use imagine campaign president.,779.36
A-01188,Truck,Petrol,674.63,1121.81,2023-10-30,Muscat Dock,Doha Bay,64.25,No,0.52,D-149,Stormy,14,87.1,Cancelled,Level up off against catch.,350.81
A-01189,Helicopter,Petrol,3303.05,189.58,2023-09-04,Abu Dhabi Rig,Abu Dhabi Rig,25.12,No,0.69,D-882,Stormy,13,45.91,Cancelled,Best cold language machine.,2279.1
A-01190,Supply Ship,Diesel,4270.08,576.12,2023-10-03,Dubai Port,Abu Dhabi Rig,36.21,No,1.78,D-607,Windy,10,79.52,Delayed,Tree new clear court.,7600.74
A-01191,Helicopter,Petrol,4664.88,532.9,2023-08-28,Muscat Dock,Ras Laffan,32.85,No,1.63,D-292,Stormy,6,79.65,Completed,Message really cultural buy surface hand hit.,7603.75
A-01192,Helicopter,Petrol,4865.63,380.58,2024-01-30,Dubai Port,Abu Dhabi Rig,29.26,No,1.46,D-340,Stormy,1,104.5,Completed,Professional keep movie start charge community team.,7103.82
A-01193,Truck,Petrol,3927.47,638.12,2024-01-02,Abu Dhabi Rig,Ras Laffan,59.29,No,1.54,D-662,Stormy,5,75.2,Delayed,Wind business group.,6048.3
A-01194,Supply Ship,Jet Fuel,784.54,83.85,2025-06-26,Dubai Port,Dubai Port,17.47,Yes,1.43,D-384,Stormy,4,49.51,Delayed,Task hair class whatever bag think church drop.,1121.89
A-01195,Tugboat,Petrol,4280.25,1306.58,2024-06-15,Doha Bay,Abu Dhabi Rig,36.49,No,1.02,D-273,Rainy,6,72.27,Completed,Try each action hand meeting wall food.,4365.86
A-01196,Truck,Diesel,2059.8,1977.09,2025-04-08,Abu Dhabi Rig,Doha Bay,66.65,No,1.58,D-612,Sunny,8,30.73,Cancelled,Worker time rather board single exactly.,3254.48
A-01197,Tugboat,Diesel,3676.57,1271.75,2024-08-19,Abu Dhabi Rig,Ras Laffan,12.45,Yes,1.9,D-948,Sunny,1,80.77,Cancelled,Effort no bill room wrong meet.,6985.48
A-01198,Helicopter,Petrol,2703.21,728.54,2023-09-07,Ras Laffan,Dubai Port,1.33,No,1.62,D-820,Sunny,2,111.61,Delayed,Answer paper long fight around where.,4379.2
A-01199,Helicopter,Diesel,4160.17,1339.14,2023-12-17,Muscat Dock,Dubai Port,19.83,Yes,1.8,D-691,Stormy,2,72.98,Delayed,Decide believe improve probably left example much.,7488.31
A-01200,Truck,Jet Fuel,2184.98,1147.32,2025-05-01,Abu Dhabi Rig,Abu Dhabi Rig,66.48,No,0.86,D-453,Windy,9,49.22,Delayed,Station education eight position lead.,1879.08
A-01201,Truck,Petrol,402.79,1695.05,2024-03-06,Dubai Port,Doha Bay,7.22,No,1.02,D-231,Windy,6,60.55,Cancelled,Beautiful military arrive break memory television walk.,410.85
A-01202,Tugboat,Diesel,2828.44,1247.53,2024-06-25,Doha Bay,Abu Dhabi Rig,10.73,Yes,1.26,D-123,Stormy,10,110.19,Completed,Finish prevent thought.,3563.83
A-01203,Supply Ship,Diesel,939.32,1271.81,2025-04-23,Dubai Port,Muscat Dock,23.74,No,1.21,D-841,Rainy,9,101.31,Cancelled,Quite attack state into.,1136.58
A-01204,Tugboat,Petrol,4831.04,451.11,2025-01-19,Dubai Port,Dubai Port,55.65,No,1.2,D-389,Windy,4,100.32,Completed,Build gas other would explain start.,5797.25
A-01205,Truck,Diesel,2682.12,837.1,2024-02-20,Doha Bay,Muscat Dock,54.34,No,1.46,D-406,Rainy,14,76.41,Delayed,Goal center job sometimes could.,3915.9
A-01206,Tugboat,Petrol,2812.44,695.39,2025-02-03,Ras Laffan,Muscat Dock,7.18,No,1.78,D-752,Sunny,14,59.64,Completed,Network billion bed security.,5006.14
A-01207,Truck,Diesel,4545.6,32.74,2025-01-20,Muscat Dock,Ras Laffan,67.3,No,1.83,D-716,Sunny,9,33.24,Completed,Laugh source structure eat week.,8318.45
A-01208,Tugboat,Jet Fuel,3160.47,633.43,2025-03-06,Abu Dhabi Rig,Muscat Dock,17.96,No,0.73,D-258,Windy,9,117.56,Cancelled,Growth our increase interest ready.,2307.14
A-01209,Truck,Diesel,1583.37,977.26,2024-08-30,Muscat Dock,Dubai Port,20.93,No,0.64,D-793,Windy,1,37.91,Cancelled,Forward scene wonder play interview while society.,1013.36
A-01210,Truck,Diesel,1550.86,1203.7,2024-02-29,Ras Laffan,Dubai Port,28.44,No,0.97,D-763,Stormy,9,45.21,Completed,Must thing wish store firm position always subject.,1504.33
A-01211,Truck,Petrol,2557.74,1869.79,2024-08-10,Doha Bay,Doha Bay,46.05,No,1.61,D-874,Rainy,5,96.43,Delayed,True quickly unit quality.,4117.96
A-01212,Supply Ship,Diesel,4346.38,485.84,2024-03-13,Muscat Dock,Abu Dhabi Rig,38.01,No,1.69,D-841,Sunny,10,55.08,Cancelled,Protect nation him eye chance.,7345.38
A-01213,Tugboat,Petrol,3994.17,313.33,2024-08-26,Dubai Port,Doha Bay,66.93,Yes,1.07,D-754,Windy,10,78.39,Cancelled,Agreement after least only can program.,4273.76
A-01214,Tugboat,Jet Fuel,4817.43,1740.2,2025-05-06,Abu Dhabi Rig,Doha Bay,41.09,No,0.97,D-566,Rainy,11,96.16,Cancelled,History expect around young attack more.,4672.91
A-01215,Tugboat,Petrol,452.24,1884.28,2024-11-03,Abu Dhabi Rig,Abu Dhabi Rig,61.85,No,0.7,D-374,Windy,7,75.61,Cancelled,Save south move gun yard tend cover.,316.57
A-01216,Truck,Petrol,1414.8,981.03,2023-10-19,Ras Laffan,Dubai Port,6.55,No,0.86,D-282,Stormy,5,69.07,Cancelled,Day store outside Republican read away.,1216.73
A-01217,Tugboat,Diesel,493.02,239.28,2024-12-11,Ras Laffan,Ras Laffan,61.77,No,0.65,D-231,Rainy,2,25.07,Completed,Pull throw blue discover blue.,320.46
A-01218,Tugboat,Jet Fuel,3780.29,975.92,2024-08-19,Doha Bay,Muscat Dock,15.04,No,0.96,D-144,Sunny,5,68.77,Completed,Catch team culture.,3629.08
A-01219,Truck,Petrol,790.09,227.79,2023-12-04,Ras Laffan,Ras Laffan,26.74,Yes,1.51,D-644,Windy,1,65.5,Completed,Statement population require teacher too walk.,1193.04
A-01220,Helicopter,Diesel,589.44,1767.54,2024-05-11,Muscat Dock,Muscat Dock,23.71,No,0.69,D-293,Rainy,1,108.05,Delayed,Stop cup room cup can identify.,406.71
A-01221,Truck,Diesel,2852.19,1419.22,2025-07-11,Abu Dhabi Rig,Abu Dhabi Rig,24.95,No,0.98,D-122,Stormy,2,64.74,Cancelled,Road beautiful you law woman Democrat.,2795.15
A-01222,Tugboat,Petrol,2116.28,489.86,2024-07-10,Doha Bay,Abu Dhabi Rig,66.23,No,1.29,D-626,Rainy,4,82.99,Cancelled,Worry close there half.,2730.0
A-01223,Truck,Diesel,3604.0,1774.51,2025-03-26,Ras Laffan,Doha Bay,32.35,No,0.99,D-872,Stormy,10,97.37,Delayed,House probably defense next child line person.,3567.96
A-01224,Helicopter,Petrol,2486.38,1279.42,2023-11-02,Dubai Port,Abu Dhabi Rig,20.03,No,1.16,D-190,Windy,12,66.77,Delayed,Feel treatment minute cause.,2884.2
A-01225,Truck,Petrol,2184.14,1906.99,2024-08-28,Abu Dhabi Rig,Muscat Dock,21.9,No,1.25,D-951,Stormy,9,46.09,Cancelled,Hold personal summer defense by interest.,2730.18
A-01226,Tugboat,Petrol,2184.95,1961.15,2024-03-31,Doha Bay,Ras Laffan,58.04,No,1.66,D-994,Sunny,6,109.4,Cancelled,Discuss as keep knowledge discussion free spend.,3627.02
A-01227,Helicopter,Jet Fuel,4372.19,16.53,2023-09-04,Abu Dhabi Rig,Ras Laffan,39.28,Yes,1.76,D-426,Rainy,11,109.55,Completed,House spend such ok if.,7695.05
A-01228,Supply Ship,Petrol,2036.61,249.23,2023-10-31,Muscat Dock,Ras Laffan,32.91,No,0.79,D-187,Sunny,9,109.98,Completed,Modern view kind consumer despite away science.,1608.92
A-01229,Tugboat,Diesel,1733.65,1098.38,2023-12-02,Ras Laffan,Ras Laffan,66.8,Yes,1.05,D-925,Windy,5,47.28,Cancelled,Build live speech even.,1820.33
A-01230,Helicopter,Jet Fuel,1758.82,1912.15,2024-05-17,Ras Laffan,Doha Bay,67.03,No,1.36,D-546,Sunny,9,51.55,Cancelled,Hit development easy lose art heavy hot.,2392.0
A-01231,Helicopter,Diesel,1063.34,1988.52,2023-08-14,Ras Laffan,Ras Laffan,54.68,No,1.25,D-641,Sunny,1,111.88,Cancelled,Same office land follow.,1329.18
A-01232,Supply Ship,Jet Fuel,4317.38,1139.14,2024-09-18,Dubai Port,Muscat Dock,37.78,No,0.62,D-938,Rainy,13,32.58,Delayed,Range artist everything big case young site.,2676.78
A-01233,Truck,Jet Fuel,818.49,355.86,2025-03-21,Muscat Dock,Doha Bay,9.28,No,1.02,D-257,Sunny,1,85.59,Completed,Serve factor school together cup bag do world.,834.86
A-01234,Truck,Jet Fuel,4552.19,334.47,2025-07-13,Dubai Port,Doha Bay,51.26,No,0.84,D-964,Rainy,6,49.23,Cancelled,Sister agreement push system five.,3823.84
A-01235,Tugboat,Jet Fuel,1488.99,1530.08,2023-09-04,Muscat Dock,Doha Bay,58.87,No,1.13,D-188,Windy,2,92.13,Cancelled,Building us gas ever herself surface society huge.,1682.56
A-01236,Supply Ship,Diesel,4507.19,1187.96,2023-12-06,Muscat Dock,Abu Dhabi Rig,61.49,No,1.01,D-173,Sunny,7,103.37,Delayed,Lawyer sell anyone natural.,4552.26
A-01237,Truck,Petrol,3975.02,1102.06,2025-05-11,Muscat Dock,Doha Bay,42.31,Yes,1.54,D-345,Rainy,9,60.81,Cancelled,Design personal if back.,6121.53
A-01238,Supply Ship,Diesel,2951.74,936.87,2023-09-29,Ras Laffan,Muscat Dock,44.8,No,1.1,D-719,Stormy,7,35.12,Completed,Remember recent throughout issue hundred.,3246.91
A-01239,Truck,Petrol,3380.4,1453.02,2024-11-13,Ras Laffan,Ras Laffan,51.36,Yes,0.86,D-707,Rainy,14,93.22,Completed,Only kid front ok effort late sea.,2907.14
A-01240,Helicopter,Diesel,1696.64,1717.53,2024-05-19,Ras Laffan,Abu Dhabi Rig,63.05,No,1.43,D-320,Sunny,13,25.57,Cancelled,Week president travel cup store.,2426.2
A-01241,Truck,Jet Fuel,2913.72,612.89,2025-01-17,Dubai Port,Ras Laffan,4.23,Yes,1.59,D-495,Sunny,9,21.5,Cancelled,Seven real style eight tonight budget.,4632.81
A-01242,Supply Ship,Jet Fuel,1532.77,449.63,2023-08-26,Doha Bay,Dubai Port,40.99,Yes,0.66,D-331,Rainy,13,107.72,Completed,Cost actually against tonight.,1011.63
A-01243,Helicopter,Petrol,2071.14,1343.7,2025-06-27,Muscat Dock,Abu Dhabi Rig,27.21,No,0.88,D-799,Rainy,4,101.68,Delayed,Condition citizen which kind pretty.,1822.6
A-01244,Helicopter,Petrol,3846.85,1830.32,2024-11-09,Dubai Port,Muscat Dock,60.15,No,0.81,D-693,Rainy,13,78.2,Cancelled,Last TV watch prove nearly.,3115.95
A-01245,Helicopter,Diesel,1295.27,702.83,2024-03-30,Ras Laffan,Abu Dhabi Rig,10.5,No,0.8,D-375,Sunny,7,86.54,Cancelled,Huge director back surface citizen.,1036.22
A-01246,Supply Ship,Petrol,4210.35,552.17,2025-05-17,Ras Laffan,Doha Bay,65.59,No,1.85,D-695,Windy,11,115.26,Delayed,Discussion contain another continue.,7789.15
A-01247,Tugboat,Diesel,1941.83,459.97,2024-04-27,Doha Bay,Abu Dhabi Rig,9.8,No,0.69,D-910,Windy,10,26.28,Cancelled,Modern order third your.,1339.86
A-01248,Tugboat,Petrol,2707.63,516.44,2023-11-01,Ras Laffan,Doha Bay,7.34,No,1.81,D-957,Stormy,1,41.66,Delayed,Condition ten final old star political.,4900.81
A-01249,Tugboat,Petrol,4715.61,278.52,2025-03-04,Muscat Dock,Ras Laffan,25.6,No,1.09,D-199,Sunny,10,92.92,Completed,Red difficult pick enjoy carry environment thank.,5140.01
A-01250,Supply Ship,Petrol,3438.15,1197.59,2024-09-15,Abu Dhabi Rig,Abu Dhabi Rig,71.63,Yes,1.46,D-943,Sunny,6,46.4,Delayed,Account wonder store account.,5019.7
A-01251,Helicopter,Jet Fuel,3263.46,568.84,2025-01-10,Ras Laffan,Abu Dhabi Rig,46.0,Yes,1.16,D-869,Sunny,9,40.73,Cancelled,Interesting job chair education church while.,3785.61
A-01252,Tugboat,Jet Fuel,3586.88,1233.74,2024-10-28,Doha Bay,Muscat Dock,2.88,Yes,1.4,D-231,Rainy,6,64.22,Cancelled,Recent herself else of suddenly.,5021.63
A-01253,Supply Ship,Diesel,4598.75,175.23,2024-10-17,Abu Dhabi Rig,Dubai Port,18.7,No,1.33,D-663,Sunny,14,92.37,Cancelled,Just new charge hotel foot.,6116.34
A-01254,Tugboat,Petrol,1317.72,239.76,2024-07-02,Muscat Dock,Abu Dhabi Rig,11.59,No,1.15,D-204,Rainy,12,41.05,Delayed,Any challenge glass create strategy particularly.,1515.38
A-01255,Truck,Diesel,3104.88,1076.92,2023-09-30,Muscat Dock,Ras Laffan,1.07,No,0.91,D-382,Stormy,7,62.95,Cancelled,Beyond Congress week wall.,2825.44
A-01256,Tugboat,Petrol,2061.93,1027.95,2024-02-15,Muscat Dock,Doha Bay,37.56,No,1.9,D-134,Stormy,10,71.88,Cancelled,City for particularly after upon.,3917.67
